,tweet,emoji,polarity,emotion
244,#Putin playing 4D chess while the West is playing with a colouring book 😂 https://t.co/iEOIAUWaD2,['😂'],1,1
245,"The punch .!!  #RussiaUkraine #WillSmith #FridayJokes 

🤣🤣😂😂 https://t.co/hcmG625InH","['🤣', '🤣', '😂', '😂']",1,1
246,@LettersUkraine Yooo this reel is amazing and all of those combinations omg 😍😍😍😍😍😍 #nftproject #nft #ukraine,"['😍', '😍', '😍', '😍', '😍', '😍']",1,1
247,"#JohnsonOut67 
#ToriesPartiedWhilePeopleDied #ToriesUnfitToGovern #ToriesDevoidOfShame #CostOfLivingCrisis #RejoinEU #FreedomOfMovement #Humanity #compassion #Corruption 

#StandWithUkraine 

#FollowBackFriday

Well get on 😊

Please retweet 🙏",['😊'],1,1
248,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
249,"13/iw #Sanctioning oil &amp; #gas producers Argentina, Iran, Russia and thus doubling/tripling prices, is the perfect example of “cutting your nose to spite your face.”🥲😭 https://t.co/6ujqFAH3nD",['😭'],0,3
250,A paedophile who posed as a medic in refugees camps and offered to rescue children from an orphanage in Ukraine has been banned from leaving the UK 😡 i knew it was gonna happen #OpChildSafety #UkraineRussiaWar https://t.co/rRl97wWjft,['😡'],0,4
251,"Trump didn't ask #Putin to stop killing CHILDREN,he asked for info on #HunterBiden! He is a sick man.
Evil to his core. How can anyone support this POS? 😡
#TrumpIsARussianAsset
Russian TV
Trump-Russia
The Bidens
#TraitorTrump
#PutinWarCrimes https://t.co/ulVfiO18F0",['😡'],0,4
252,😂 angry #Soros mouthpiece #andersaslund now calls the #IMF pro-Russian. 👀 at his old tweets before he can delete them 😊 #dementia #vaccineSideEffect #atlanticcouncil #russia #ukraine #clown #pfizer #moderna #retirement https://t.co/JWpnEghY6I,"['😂', '😊']",1,1
253,"#AprilFoolsDay
#borisJohnson 

This is the Tory forigen minister 😂😂😂😂😂 no not April's fool ,  yes the  China pig farm lady 

https://t.co/eAY0eaPZ2p    😂😂😂😂😂😂

#BrexitHasFailed 
#UkraineWar","['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,1
254,@anders_aslund This makes me think about film K-19. These brave Russian soldiers who got radiated in order to not cause 3WW. Who knows about it in Russia? Well hidden for decades. This is #Russia for you😔 https://t.co/ab6mnLryEY,['😔'],0,3
255,✊🕊🇺🇦Ukrainians value historical cultural monuments more than Putin values lives of Russian soldiers 😡 #SlavaUkraine #SlavaUkraini #StopPutinNOW #StandWithUkriane ✊🕊✌️ https://t.co/yF47xinYSQ,['😡'],0,4
256,"@L_Team10 These russian amateurs do not have any low to medium range air defense installations present, to prevent such a strike... Baffled! 😮
Maybe #Ukraine forces can do some more damage to similar unguarded targets then...🤔 https://t.co/iQePGbZQa2",['😮'],1,2
257,The Russians defend against the Javelins. 🤣🤣🤣 #RussianArmy #RussiaUkraineWar #NATO https://t.co/AP8OV4MI9W,"['🤣', '🤣', '🤣']",1,1
258,@KevinRothrock @lrozen This is Kind of funny Russia  was bombing Ukraine none stop since more  than a month but complaining about #Ukraine fighting back ! funny indeed 😄🙄,['😄'],1,1
259,"Credit this #Ukraine victory - retaking #Chernobyl without firing a shot - to a precision targeted #Ukrainian information bomb. 

No way these soldiers received ""significant doses of radiation"".  

But they thought they did.

Thanks to 🇺🇦 digital spooks.

And the Russians ran. 😂 https://t.co/qyLF6hlArM",['😂'],1,1
260,Does the S400 also come in AMG models? 😂 #SlavaUkraini ✌️🇺🇦 https://t.co/yoACqvwZS9,['😂'],1,1
261,#Putin playing 4D chess while the West is playing with a colouring book 😂 https://t.co/iEOIAUWaD2,['😂'],1,1
262,@shanermurph #Ukraine creating more climate change 🤬,['🤬'],0,4
263,✊🕊🇺🇦Ukrainians value historical cultural monuments more than Putin values lives of Russian soldiers 😡 #SlavaUkraine #SlavaUkraini #StopPutinNOW #StandWithUkriane ✊🕊✌️ https://t.co/yF47xinYSQ,['😡'],0,4
264,"@kiziriia I already don't like it now. I see lots of fake News and fury... Many people in 🇪🇺 do their best to #StandWithUkraine even against their own politicians and own economy. But some trolls on Twitter spreading hate and false accusations, even about those trying to help. 😢",['😢'],0,3
265,"Wait... WHAT? 😮

Holy cow! This is amazing. 

#SlavaUkraini https://t.co/xXBnjOA0Rc",['😮'],1,2
266,"#BREAKING Do Kwon @stablekwon of @terra_money and Luna Foundation Guard @LFG_org open StableKwon’s Pump Academy with the mission to maximize CT’s gains 💪😂

Like, RT, Follow, &amp; Tag someone who needs to join this gym for a chance to  win 50 $UST 🌎🇺🇸

#AprilFoolsDay $LUNA #LFG https://t.co/bhG6Th36kL",['😂'],1,1
267,"Bungling #Biden says families can save $500 a MONTH by switching to renewable energy: White House issues correction saying saving is over a year. 

We’re following this f🤬king idjot’s lead - including into war. 

https://t.co/1OfrY6if5Z https://t.co/cNIgJGlAoh",['🤬'],0,4
268,"The punch .!!  #RussiaUkraine #WillSmith #FridayJokes 

🤣🤣😂😂 https://t.co/hcmG625InH","['🤣', '🤣', '😂', '😂']",1,1
269,"13/iw #Sanctioning oil &amp; #gas producers Argentina, Iran, Russia and thus doubling/tripling prices, is the perfect example of “cutting your nose to spite your face.”🥲😭 https://t.co/6ujqFAH3nD",['😭'],0,3
270,"2nd Trouble is : Intelligent people think they r running the world while Working under Orders of Fools, Thugs,Criminals, Illiterate Politicians😝😂

#MotivationalQuotes #Wisdom #FridayFeeling #StockMarket #cryptocurrency #cryptotrading #NFTs #NFT #AprilFoolsDay #Russia #Ukraine https://t.co/WT1q0sGqR0",['😂'],1,1
271,A paedophile who posed as a medic in refugees camps and offered to rescue children from an orphanage in Ukraine has been banned from leaving the UK 😡 i knew it was gonna happen #OpChildSafety #UkraineRussiaWar https://t.co/3h2o8vncfw,['😡'],0,4
272,"Relations between Russia and Ukraine seem to be improving. They seem close to each other to resolve disputes😂 

#Idiot
#1stApril 
#AprilFoolsDay 
#राष्ट्रीय_फेंकू_दिवस 
The era of settlement started in #Russia and #Ukraine️... https://t.co/7rRidZwqee",['😂'],1,1
273,"Installing #SolarThermal, #SolarPV and energy #storage this summer is the only way you can guarantee you will have heat and power at home next winter 😬👇

#RussiaUkraineWar #EnergyCrisis #EnergyPrices https://t.co/aGtpuj52W5",['😬'],0,6
274,Lucky this Russian tank had one of those protective cages over its turret. Or things could been a lot worse.  😃 #Ukraine https://t.co/CuOa2Wx1Yx,['😃'],1,1
275,"Bungling #Biden says families can save $500 a MONTH by switching to renewable energy: White House issues correction saying saving is over a year. 

We’re following this f🤬king idjot’s lead - including into war. 

https://t.co/1OfrY6if5Z https://t.co/cNIgJGlAoh",['🤬'],0,4
276,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
277,A paedophile who posed as a medic in refugees camps and offered to rescue children from an orphanage in Ukraine has been banned from leaving the UK 😡 i knew it was gonna happen #OpChildSafety #UkraineRussiaWar https://t.co/3h2o8vncfw,['😡'],0,4
278,"Mariupol Ukraine right now... 😢
⚡ #BreakingNews 

#Kyiv
#BREAKING
#Kiev  
#Ukraine 
#UkraineRussiaCrisis #Russian 
#Crimea #Belarus #UkraineRussia https://t.co/O5FSw3BtBv",['😢'],0,3
279,@RALee85 Bringing the fight to Ru. Will bring negotiating pressure on Putin. If you can land a Cessna on the red square then this is a walk in the park with fully lit cities to navigate by 😂🌻😎🔥🇺🇦🫡🇺🇦. Come on #Nato stop being chickenshit and help end this.,['😂'],1,1
280,"@MkdDebbie @CajunBlueAZ1 If this is true, this is #Ukraine's response to Poo-Tins demand for his oil to be paid in rubles😂 The humor is not lost.",['😂'],1,1
281,"Itz stiLL funny how ppL r declaring to “SAVE #Democracy,” huh, as if thats reaL #politics 😂🤡🎪🎟 

#worldwide, esp “#NATO”",['😂'],1,1
282,"First day of school after 2 years of the pandemic. And this old art installation greeted us.

What a wonderful surprise and such a lovely message. Perfect! #Ukraine #Russia

Zoom into the text. 😍🕊 https://t.co/IsqmzIYuyE",['😍'],1,1
283,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
284,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
285,Russia will win #RussiaUkraineWar  👿😈,['👿'],0,4
286,USER &amp; PASS for MASHOIL bc they were “concerned” for their IT safety 🤣💀💀 The email is from 3/26 so info might still be valid 😈  There are also 5 LIC files I can’t open if anyone wants to try 🤷🏻‍♀️🙏 #mashoil👉daybook👉169.eml #FCKPTN #fckputin #oprussia #anonymous #Russia https://t.co/VEHJv8bwkx,['🤣'],1,1
287,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
288,"Teacher Lyudmilla, in Mariupol, who taught her pupils to hide under desks in case of war, covered by @Channel4News back in Jan resonated then. Now she is dead. Bombed by Putin’s troops. It’s always the human stories that amplify the atrocities 😢 #StandWithUkraine",['😢'],0,3
289,I think the #energy #gas #petrol and #Diesel companies have been working with @GrantCardone or @robprogressive and #10x their business 😆,['😆'],1,1
290,Different Bank Acct Info for (IT) “Secure Enterprise Renewal for 26 users” 🤣😂 The Irony. #mashoil #anonymous #OpRussia #opukraine #SlavaUkraïni #FCKPTN #fckputin #littledickputin #putinisimpotent #HackersAgainstPutin 🤑 https://t.co/RYH5WGeSWn,"['🤣', '😂']",1,1
291,When will this war end man ?? So Sick and tired of watching ppl losing their lives. 😭😭 #notowar #UkraineRussiaWar,"['😭', '😭']",0,3
292,USER &amp; PASS for MASHOIL bc they were “concerned” for their IT safety 🤣💀💀 The email is from 3/26 so info might still be valid 😈  There are also 5 LIC files I can’t open if anyone wants to try 🤷🏻‍♀️🙏 #mashoil👉daybook👉169.eml #FCKPTN #fckputin #oprussia #anonymous #Russia https://t.co/VEHJv8bwkx,['🤣'],1,1
293,Russia is on fire 🔥😂😂😂hope they burn in this hell fire✊💪🇵🇱🇺🇦 #Kyiv #Ukraine #Kyivindependent,"['😂', '😂', '😂']",1,1
294,"The punch .!!  #RussiaUkraine #WillSmith #FridayJokes 

🤣🤣😂😂 https://t.co/hcmG625InH","['🤣', '🤣', '😂', '😂']",1,1
295,"Why did @ZelenskyyUa
bother talking to the Belgian parliament? This land prefers distributing 🤑 to Russian diamond trading hopniks than helping @MFA_Ukraine . 🤬 The arrogance of @alexanderdecroo's reply will backfire soon. Shame! 😡

#StandWithUkraine

https://t.co/5RJZez66pi","['🤬', '😡']",0,4
296,"@films4one1 @spriter99880 Walking in an empty field, how courageous! No #Russia|n children, for #Ukraine|an pedophiles, to torture? This guys is also walking🤣🤣🤣and crying. I would say,⚰️⚰️⚰️keep on winning Bandera Boys, keep on winning 🔥🔥🔥 https://t.co/KgwqW0kWzD","['🤣', '🤣', '🤣']",1,1
297,"13/iw #Sanctioning oil &amp; #gas producers Argentina, Iran, Russia and thus doubling/tripling prices, is the perfect example of “cutting your nose to spite your face.”🥲😭 https://t.co/6ujqFAH3nD",['😭'],0,3
298,"#Russians lay mines.....#Ukrainians just drive over them  😂

#Putin actually thought he could conquer these people? https://t.co/GVajQ3EtD8",['😂'],1,1
299,"The punch .!!  #RussiaUkraine #WillSmith #FridayJokes 

🤣🤣😂😂 https://t.co/hcmG625InH","['🤣', '🤣', '😂', '😂']",1,1
300,USER &amp; PASS for MASHOIL bc they were “concerned” for their IT safety 🤣💀💀 The email is from 3/26 so info might still be valid 😈  There are also 5 LIC files I can’t open if anyone wants to try 🤷🏻‍♀️🙏 #mashoil👉daybook👉169.eml #FCKPTN #fckputin #oprussia #anonymous #Russia https://t.co/VEHJv8bwkx,['🤣'],1,1
301,"The Ruble is Back on top. Back to Norm.

Where are those Economists, ""#Russia will not survive if they don't sell their gas.. What else do they have to trade.. #Russia CANNOT sell in their Own Currency.""

What happen' to those ECONOMISTS, 😂🤣🤣 ""Putin won't survive..!!""

👇👇😂 https://t.co/dUg9XXfYQV","['😂', '🤣', '🤣', '😂']",1,1
302,"@RonJohnsonWI To bad, so sad,
 all your #Putin #Rubles are worthless comrade #Rojo 🤡😭#RussianRonJohnson 

You are a #TrumpIsARussianAsset-#republican.

The #GOP has ended it's era, to the new #GQP.

Showers won't wash #trump's stink off.",['😭'],0,3
303,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
304,#Ukraine won the war against #Russia and putin Bhai apologies for the inconvenience caused 😂 #AprilFoolsDay,['😂'],1,1
305,"The punch .!!  #RussiaUkraine #WillSmith #FridayJokes 

🤣🤣😂😂 https://t.co/hcmG625InH","['🤣', '🤣', '😂', '😂']",1,1
306,"Impotence &amp; powerlessness from far away 😢
#Howtoprotectyourselffromrape 
#StandWithUkraine 🇺🇦 https://t.co/ANa0JKLMOw",['😢'],0,3
307,Russian soldiers leaving Chernobyl should be compensated by Ukranian govt for exposing them to radiation. One govt job for each family member and lum sum amount of $1M each. After all it's #Ukraine s responsibility to keep their guest safe.😂,['😂'],1,1
308,ruSSian nazi soldiers has stolen in #Ukraine everything what they can find 😡 #героиz #спецоперация #героиv #силаvправде https://t.co/eni23iM5Kp,['😡'],0,4
309,@OlenaHalushka Such tragic and senseless loss 💔😞🙏  #RussianWarCrimes #StandUpForUkraine  #SaveUkraineNow #StopPutinNOW,['😞'],0,3
310,Lol 😆…#Putin’s lies create awkward questions… https://t.co/0TleCDVYaP,['😆'],1,1
311,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
312,"@MkdDebbie @CajunBlueAZ1 If this is true, this is #Ukraine's response to Poo-Tins demand for his oil to be paid in rubles😂 The humor is not lost.",['😂'],1,1
313,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
314,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
315,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
316,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
317,"@gabegutierrez @chrislhayes @NBCNews F🤬K Putin, he &amp; his side kicks are plain &amp; simple murderous thugs in the name of power, greed &amp; dominance.
#PutinIsaWarCriminal 
#PutinsBloodshed
This is 
#Putinswar 
#PutinsGreed
There can only be 
#VictoryToUkraine
#Ukraine
#ZelenskyyCourageous 
#PeopleOfUkraineAreBrave https://t.co/sM3fWRNpVN",['🤬'],0,4
318,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
319,"🇺🇦 #Ukraine is friends with 🇹🇷 #Turkey, a nation that has occupied Cyprus, invaded Syria, bombed Kurdistan, terrorized Rojava, brought ISIS to kill Armenians, threatened Greek islands etc. Zelensky should know better. 😡 https://t.co/8WjuWHZFFw",['😡'],0,4
320,"This is not money ( 💶💷💴💵) , give us rubles! 🇷🇺😂 #Rubel #Europe #Macron2022 #USA #Ukraine https://t.co/3qhfcnzGxw",['😂'],1,1
321,"Relations between Russia and Ukraine seem to be improving. They seem close to each other to resolve disputes😂 

#Idiot
#1stApril 
#AprilFoolsDay 
#राष्ट्रीय_फेंकू_दिवस 
The era of settlement started in #Russia and #Ukraine️... https://t.co/7rRidZwqee",['😂'],1,1
322,Amazing balls to launch an attack on Russia. 👌👌🤣🤣🤣#SlavaUkraini https://t.co/3Zmgvt3OoK,"['🤣', '🤣', '🤣']",1,1
323,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
324,"#Russia #Putin #Russian
@KremlinRussia_E

Putin is teaching a Whole lot of ECONOMISTS practical Lessons they missed Out in Skool. 👏

Class is In Session. 🛢️⛽😂 https://t.co/p7G49Q5Rh0",['😂'],1,1
325,"This makes me happy oddly. 😊

#StandWithUkraine 🇺🇦 https://t.co/PuKdC8JYtP",['😊'],1,1
326,"We will never forget how Ronald Reagan of the U.S violently refused to implement UN sanctions against Apartheid South Africa. This is what they do 😡😡😡

#Ukraine #FreePalestine https://t.co/ANJPP77SHe","['😡', '😡', '😡']",0,4
327,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
328,"Okay,I need to go watch some #guineapigs The #Ukrainian national anthem came on, &amp; I just started crying 😢. May the Goddess accept my tears as an offering for #Ukraine 🌻 Ciao!🖖",['😢'],0,3
329,"@DefenceHQ “Russia is deploying elements of its forces from Georgia”!!! No! 😢

#StopPutinNOW #PutinWarCriminal #StandWithUkraine",['😢'],0,3
330,"@DefenceHQ “Russia is deploying elements of its forces from Georgia”!!! No! 😢

#StopPutinNOW #PutinWarCriminal #StandWithUkraine",['😢'],0,3
331,Wow. It's EXACTLY like the US in the 70s! Putin's plan is backfiring beautifully! 😆 #UkraineRussiaWar #UkraineRussianWar https://t.co/uKi6VUXxoX,['😆'],1,1
332,"""2023 is going to be my year""

Hopefully 😃

#Pakistan #WW3 #memesdaily #MemeSeason https://t.co/eyE42zzYzc",['😃'],1,1
333,Join me Tonight at 7.00p.m UK time https://t.co/lLnx0pzUGF for #Ukraine relief fund show I will be auctioning off the Nightengale Bard with the custom base I made for it to raise money to help #reapermini #DnD #criticalrole #miniaturepainting 😍🧙‍♂️ https://t.co/yEpYafub5B,['😍'],1,1
334,@ELINTNews Fucking fake ... Putlers slaves in action 🤣🤣🤣🇺🇦🇬🇪🇺🇦🇬🇪🇺🇦🇬🇪.   #SlavaUkraini #UkraineUnderAttaсk #GloryToUkraine #StandWithUkraine #SupportUkraine #Georgia #RussianAggression #RussianOccupation,"['🤣', '🤣', '🤣']",1,1
335,I can’t stop it 😅 #lukashenko #clown🤡 #SlavaUkraini https://t.co/mp7WmSMwuy,['😅'],1,1
336,USER &amp; PASS for MASHOIL bc they were “concerned” for their IT safety 🤣💀💀 The email is from 3/26 so info might still be valid 😈  There are also 5 LIC files I can’t open if anyone wants to try 🤷🏻‍♀️🙏 #mashoil👉daybook👉169.eml #FCKPTN #fckputin #oprussia #anonymous #Russia https://t.co/VEHJv8bwkx,['🤣'],1,1
337,"Dear @JaredLeto you don't need those drunk #Marvel fans dog you about #Morbius 😂😂 You were a great #Joker in #ZackSnydersJusticeLeague we just gotta #RestoreTheSnyderVerse NOW!!!
#MoonKnight #TheBatman #TheFlash #Ukraine #WillSmith https://t.co/aAKG7O1qVW","['😂', '😂']",1,1
338,"Ukraine must have giant, hairy, elephant sized balls to attack Russian territory 🤣 #Belgorod",['🤣'],1,1
339,"What a beautiful sunset was yesterday 😍...and what beautiful places there are in our small village❤
#goodmorning #goodnight #sunsetphotography #beautiful #Place #smallartist #bear #Russia https://t.co/HJfS9grLRa",['😍'],1,1
340,Lol 😆…#Putin’s lies create awkward questions… https://t.co/0TleCDVYaP,['😆'],1,1
341,"Russian ruble bounce back to nearly prewar position.
#America 😂
 #Russian #RussiaUkraineWar https://t.co/2tOKO7csDp",['😂'],1,1
342,"The punch .!!  #RussiaUkraine #WillSmith #FridayJokes 

🤣🤣😂😂 https://t.co/hcmG625InH","['🤣', '🤣', '😂', '😂']",1,1
343,"Huge thanks to our leaders for pursuing an idiotic foreign policy that has led to large numbers of deaths &amp; made all of our lives worse. We could have had peace and a bearable cost of living, but no, you wanted war. 😠 #Ukraine #UkraineRussiaWar https://t.co/CVWM3rN89E",['😠'],0,4
344,"Russian ruble bounce back to nearly prewar position.
#America 😂
 #Russian #RussiaUkraineWar 
#Russia https://t.co/Cm18Df9tO3",['😂'],1,1
345,"Congratulations Pakistan
#Amreeka #Russia 
#PresentDayMirSadiq
#سلیم_صافی_استعفیٰ_دو
Absolutely Not
#KPKElection  
Slip of Tongue
#آخری_سانس_تک_عمران_خان
#BehindYouSkipper @Karachi__Wali  @AmanHarris  @AmbreenPTI1 @Haqeeqat_TV  @NahdT5   @iamAhmadokz  @MyArmy_MyPride_  
😂😂🤣🤣 https://t.co/92PGcTdUbA","['😂', '😂', '🤣', '🤣']",1,1
346,"How Media always fool us🤣🤣🤣🤣that guy forgot to die he is covering up himself..... 

#RussianUkrainianWar https://t.co/1iZm3sOlzD","['🤣', '🤣', '🤣', '🤣']",1,1
347,"@el_dme_363 Russia ukraine live videos from the battle field 
#RussiaUkraineWar
#notowar 😔 
#Russia
🏹 ➡️ 
https://t.co/AYBT0CGx0L",['😔'],0,3
348,"🇺🇦🚇 #Ukraine #France #RATP
ABSURD! 35 days after the 1st strikes in #Kyiv, @RATPgroup fines the refugee I'm hosting ➡️ The internal note (found on Twitter) says that the end of free travel shall NOT be disclosed and that NO Paris metro tickets will be given to go to @RedCross 🤬 https://t.co/EJr3kckuJo",['🤬'],0,4
349,"Thankyou 🤞 DrT_Crit_Think: @Vulvavoid @LiberalLyone @saferprint @microtome45 @mibileo @GuethlieD @tammy_marchand @billykilroy @jeffsdribbles @figstreetsales @JudeVickers @JaneyDoubleYoo Thank you, @Vulvavoid!
😃👍🇺🇦 #StandWithUkraine  🇺🇦",['😃'],1,1
350,Goodnight #Ukraine. Stay safe people and never let the Russian army build a bridge for you. 😆 https://t.co/aaDoZEL6AM,['😆'],1,1
351,"A.Dugin - “the reactionary relativist” talks about his dream for “archaic” Russia.
How fanatic it is😨
#StandWithUkraine 

Alexander Dugin on Postmodern (English subtitles) https://t.co/RmAOMXZp7f @YouTube",['😨'],0,5
352,"@jmvasquez1974 Brilliant 🇺🇦🇺🇦 
Get those murderous
F🤬K's. 
#SlavaUkraini 
#VictoryToUkraine
#StandWithUkriane
This is
#Putinsbloodshed
#Putinswar
#PutinWarCrimes 
&amp; his enablers in the name of power, greed &amp; domination. https://t.co/Q3mxFnNCFX",['🤬'],0,4
353,"😔😔😔

BBC News - #Ukraine war: Gruesome evidence points to war crimes on road outside Kyiv
https://t.co/PJ7nEujbfT","['😔', '😔', '😔']",0,3
354,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
355,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
356,"Vladimir Putin will be told in a few days 😂

2 Ukrainian helicopters attacked a striking oil facility in #Belgorod, across the border inside Russia

#Ukraine #UkraineRussiaCrisis #WarCrimes #UkraineRussia #Kyiv #Mariupol #Chernihiv #Lviv #Kharkiv #Melitopol 

🎥

#Pomona #Video https://t.co/B42b30WuG9",['😂'],1,1
357,"😢 Protestors being beaten and worse in Russia.
#RussiaUkraineWar

https://t.co/0reMGV2qwx",['😢'],0,3
358,"@bubbaprog @brianstelter F🤬K Putin, he &amp; his side kicks are plain &amp; simple murderous thugs in the name of power, greed &amp; dominance.
#PutinIsaWarCriminal 
#PutinsBloodshed
This is 
#Putinswar 
#PutinsGreed
There can only be 
#VictoryToUkraine
#Ukraine
#ZelenskyyCourageous 
#PeopleOfUkraineAreBrave https://t.co/Sbhru78sE6",['🤬'],0,4
359,"#Rouble showdown on April Fool's day. 😅 Western Europe gets 50%+ of its gas from #Russia, which says unfriendly countries i.e. #NATO states must pay in Roubles as of 1 April. #EuropeanUnion says no to ""blackmail"". Russia says no free gas.   https://t.co/rDqUl0vgiO https://t.co/mWdQ3zcE3T",['😅'],1,1
360,"@AmyAThatcher Ok !
I will comment on this one more time because it seems like there is lots of pure hearts and clean minds around here!
If Stone,Cawthorn or any Republican is  present,is not an Orgy any longer, now it’s called a Shitshow 🤣😂🤣😂🤣😂🤣🤣🤣😂#SlavaUkraini 
#FuckPootin 💩 https://t.co/Ue1HpUtapN","['🤣', '😂', '🤣', '😂', '🤣', '😂', '🤣', '🤣', '🤣', '😂']",1,1
361,"Military targets… they say😔 
#RussiaUkraineWar #UkraineUnderAttack #UkraineInvasion #UkraineWar #FreeUkraine #FckPutin #HelpUkraine #peaceforukraine https://t.co/bPfAaaTXkK",['😔'],0,3
362,Different Bank Acct Info for (IT) “Secure Enterprise Renewal for 26 users” 🤣😂 The Irony. #mashoil #anonymous #OpRussia #opukraine #SlavaUkraïni #FCKPTN #fckputin #littledickputin #putinisimpotent #HackersAgainstPutin 🤑 https://t.co/RYH5WGeSWn,"['🤣', '😂']",1,1
363,"Huge thanks to our leaders for pursuing an idiotic foreign policy that has led to large numbers of deaths &amp; made all of our lives worse. We could have had peace and a bearable cost of living, but no, you wanted war. 😠 #Ukraine #UkraineRussiaWar https://t.co/CVWM3rN89E",['😠'],0,4
